# revision=b417ed538d0c7c9c2e49bf9914340c81663c360f
# architecture=x86_64 vendor=amd family=25 model=17 stepping=1 microarchitecture="" features=511
# cache_line_bytes=64 l1_data_bytes=32768 l2_bytes=1048576 l3_bytes=33554432 physical_cores=2 logical_cores=4
# requested_threads=2 effective_threads=2 affinity=none spin=adaptive spin_iterations=10000 spin_duration_ns=0 uses_smt=0 uses_efficiency_cores=0 nested=0
# visible_processors=0:0 0:1 0:2 0:3
dtype,workload,m,n,k,trans_a,trans_b,configuration,tile_m,tile_n,tile_k,pack_b_minimum_elements,repetition,duration_ns
1,transpose_a,65,129,67,1,0,6,32,64,128,16384,4,760729
1,transpose_a,65,129,67,1,0,0,64,256,256,16384,4,743984
1,transpose_a,65,129,67,1,0,1,32,256,256,16384,4,736742
1,transpose_a,65,129,67,1,0,2,64,64,256,16384,4,765436
1,transpose_a,65,129,67,1,0,3,64,256,64,16384,4,789662
1,transpose_a,65,129,67,1,0,5,64,256,256,9223372036854775807,5,743633
1,transpose_a,65,129,67,1,0,6,32,64,128,16384,5,742762
1,transpose_a,65,129,67,1,0,0,64,256,256,16384,5,761830
1,transpose_a,65,129,67,1,0,1,32,256,256,16384,5,761720
1,transpose_a,65,129,67,1,0,2,64,64,256,16384,5,760078
1,transpose_a,65,129,67,1,0,3,64,256,64,16384,5,759857
1,transpose_a,65,129,67,1,0,4,64,256,256,0,5,710163
1,transpose_a,65,129,67,1,0,6,32,64,128,16384,6,753538
1,transpose_a,65,129,67,1,0,0,64,256,256,16384,6,750823
1,transpose_a,65,129,67,1,0,1,32,256,256,16384,6,743703
1,transpose_a,65,129,67,1,0,2,64,64,256,16384,6,755941
1,transpose_a,65,129,67,1,0,3,64,256,64,16384,6,773697
1,transpose_a,65,129,67,1,0,4,64,256,256,0,6,671665
1,transpose_a,65,129,67,1,0,5,64,256,256,9223372036854775807,6,737323
1,transpose_b,65,129,67,0,1,0,64,256,256,16384,0,309743
1,transpose_b,65,129,67,0,1,1,32,256,256,16384,0,309263
1,transpose_b,65,129,67,0,1,2,64,64,256,16384,0,322412
1,transpose_b,65,129,67,0,1,3,64,256,64,16384,0,316053
1,transpose_b,65,129,67,0,1,4,64,256,256,0,0,313729
1,transpose_b,65,129,67,0,1,5,64,256,256,9223372036854775807,0,321632
1,transpose_b,65,129,67,0,1,6,32,64,128,16384,0,308832
1,transpose_b,65,129,67,0,1,1,32,256,256,16384,1,309332
1,transpose_b,65,129,67,0,1,2,64,64,256,16384,1,321241
1,transpose_b,65,129,67,0,1,3,64,256,64,16384,1,315732
1,transpose_b,65,129,67,0,1,4,64,256,256,0,1,313079
1,transpose_b,65,129,67,0,1,5,64,256,256,9223372036854775807,1,326118
1,transpose_b,65,129,67,0,1,6,32,64,128,16384,1,308492
1,transpose_b,65,129,67,0,1,0,64,256,256,16384,1,309082
1,transpose_b,65,129,67,0,1,2,64,64,256,16384,2,323044
1,transpose_b,65,129,67,0,1,3,64,256,64,16384,2,315803
1,transpose_b,65,129,67,0,1,4,64,256,256,0,2,313579
1,transpose_b,65,129,67,0,1,5,64,256,256,9223372036854775807,2,321902
1,transpose_b,65,129,67,0,1,6,32,64,128,16384,2,325296
1,transpose_b,65,129,67,0,1,0,64,256,256,16384,2,309322
1,transpose_b,65,129,67,0,1,1,32,256,256,16384,2,309083
1,transpose_b,65,129,67,0,1,3,64,256,64,16384,3,329062
1,transpose_b,65,129,67,0,1,4,64,256,256,0,3,314460
1,transpose_b,65,129,67,0,1,5,64,256,256,9223372036854775807,3,309143
1,transpose_b,65,129,67,0,1,6,32,64,128,16384,3,323083
1,transpose_b,65,129,67,0,1,0,64,256,256,16384,3,309433
1,transpose_b,65,129,67,0,1,1,32,256,256,16384,3,310104
1,transpose_b,65,129,67,0,1,2,64,64,256,16384,3,324546
1,transpose_b,65,129,67,0,1,4,64,256,256,0,4,313298
1,transpose_b,65,129,67,0,1,5,64,256,256,9223372036854775807,4,309173
1,transpose_b,65,129,67,0,1,6,32,64,128,16384,4,322403
1,transpose_b,65,129,67,0,1,0,64,256,256,16384,4,309533
1,transpose_b,65,129,67,0,1,1,32,256,256,16384,4,309232
1,transpose_b,65,129,67,0,1,2,64,64,256,16384,4,324436
1,transpose_b,65,129,67,0,1,3,64,256,64,16384,4,317365
1,transpose_b,65,129,67,0,1,5,64,256,256,9223372036854775807,5,309864
1,transpose_b,65,129,67,0,1,6,32,64,128,16384,5,323564
1,transpose_b,65,129,67,0,1,0,64,256,256,16384,5,309553
1,transpose_b,65,129,67,0,1,1,32,256,256,16384,5,309363
1,transpose_b,65,129,67,0,1,2,64,64,256,16384,5,309353
1,transpose_b,65,129,67,0,1,3,64,256,64,16384,5,330715
1,transpose_b,65,129,67,0,1,4,64,256,256,0,5,313529
1,transpose_b,65,129,67,0,1,6,32,64,128,16384,6,310765
1,transpose_b,65,129,67,0,1,0,64,256,256,16384,6,316444
1,transpose_b,65,129,67,0,1,1,32,256,256,16384,6,311556
1,transpose_b,65,129,67,0,1,2,64,64,256,16384,6,310084
1,transpose_b,65,129,67,0,1,3,64,256,64,16384,6,329663
1,transpose_b,65,129,67,0,1,4,64,256,256,0,6,313018
1,transpose_b,65,129,67,0,1,5,64,256,256,9223372036854775807,6,309093
11,small,16,32,32,0,0,0,64,256,256,16384,0,11237
11,small,16,32,32,0,0,1,32,256,256,16384,0,11277
11,small,16,32,32,0,0,2,64,64,256,16384,0,11257
11,small,16,32,32,0,0,3,64,256,64,16384,0,11256
11,small,16,32,32,0,0,4,64,256,256,0,0,26750
11,small,16,32,32,0,0,5,64,256,256,9223372036854775807,0,13460
11,small,16,32,32,0,0,6,32,64,128,16384,0,11237
11,small,16,32,32,0,0,1,32,256,256,16384,1,11257
11,small,16,32,32,0,0,2,64,64,256,16384,1,11266
11,small,16,32,32,0,0,3,64,256,64,16384,1,11257
11,small,16,32,32,0,0,4,64,256,256,0,1,11327
11,small,16,32,32,0,0,5,64,256,256,9223372036854775807,1,11297
11,small,16,32,32,0,0,6,32,64,128,16384,1,11257
11,small,16,32,32,0,0,0,64,256,256,16384,1,11256
11,small,16,32,32,0,0,2,64,64,256,16384,2,11277
11,small,16,32,32,0,0,3,64,256,64,16384,2,11267
11,small,16,32,32,0,0,4,64,256,256,0,2,11176
11,small,16,32,32,0,0,5,64,256,256,9223372036854775807,2,11838
11,small,16,32,32,0,0,6,32,64,128,16384,2,11707
11,small,16,32,32,0,0,0,64,256,256,16384,2,11277
11,small,16,32,32,0,0,1,32,256,256,16384,2,11297
11,small,16,32,32,0,0,3,64,256,64,16384,3,11247
11,small,16,32,32,0,0,4,64,256,256,0,3,11177
11,small,16,32,32,0,0,5,64,256,256,9223372036854775807,3,11257
11,small,16,32,32,0,0,6,32,64,128,16384,3,11277
11,small,16,32,32,0,0,0,64,256,256,16384,3,11257
11,small,16,32,32,0,0,1,32,256,256,16384,3,11247
11,small,16,32,32,0,0,2,64,64,256,16384,3,11267
11,small,16,32,32,0,0,4,64,256,256,0,4,11187
11,small,16,32,32,0,0,5,64,256,256,9223372036854775807,4,11267
11,small,16,32,32,0,0,6,32,64,128,16384,4,11257
11,small,16,32,32,0,0,0,64,256,256,16384,4,11257
11,small,16,32,32,0,0,1,32,256,256,16384,4,11267
11,small,16,32,32,0,0,2,64,64,256,16384,4,11257
11,small,16,32,32,0,0,3,64,256,64,16384,4,11276
11,small,16,32,32,0,0,5,64,256,256,9223372036854775807,5,11277
11,small,16,32,32,0,0,6,32,64,128,16384,5,11246
11,small,16,32,32,0,0,0,64,256,256,16384,5,11267
11,small,16,32,32,0,0,1,32,256,256,16384,5,11277
11,small,16,32,32,0,0,2,64,64,256,16384,5,11267
11,small,16,32,32,0,0,3,64,256,64,16384,5,11257
11,small,16,32,32,0,0,4,64,256,256,0,5,11177
11,small,16,32,32,0,0,6,32,64,128,16384,6,11287
11,small,16,32,32,0,0,0,64,256,256,16384,6,11297
11,small,16,32,32,0,0,1,32,256,256,16384,6,11257
11,small,16,32,32,0,0,2,64,64,256,16384,6,11277
11,small,16,32,32,0,0,3,64,256,64,16384,6,11257
11,small,16,32,32,0,0,4,64,256,256,0,6,11307
11,small,16,32,32,0,0,5,64,256,256,9223372036854775807,6,11267
11,skinny,4,256,128,0,0,0,64,256,256,16384,0,161461
11,skinny,4,256,128,0,0,1,32,256,256,16384,0,151727
11,skinny,4,256,128,0,0,2,64,64,256,16384,0,152779
11,skinny,4,256,128,0,0,3,64,256,64,16384,0,152568
11,skinny,4,256,128,0,0,4,64,256,256,0,0,152388
11,skinny,4,256,128,0,0,5,64,256,256,9223372036854775807,0,123345
11,skinny,4,256,128,0,0,6,32,64,128,16384,0,161671
11,skinny,4,256,128,0,0,1,32,256,256,16384,1,152619
11,skinny,4,256,128,0,0,2,64,64,256,16384,1,152889
11,skinny,4,256,128,0,0,3,64,256,64,16384,1,151476
11,skinny,4,256,128,0,0,4,64,256,256,0,1,154331
11,skinny,4,256,128,0,0,5,64,256,256,9223372036854775807,1,123885
11,skinny,4,256,128,0,0,6,32,64,128,16384,1,151988
11,skinny,4,256,128,0,0,0,64,256,256,16384,1,160370
11,skinny,4,256,128,0,0,2,64,64,256,16384,2,152728
11,skinny,4,256,128,0,0,3,64,256,64,16384,2,153410
11,skinny,4,256,128,0,0,4,64,256,256,0,2,152378
11,skinny,4,256,128,0,0,5,64,256,256,9223372036854775807,2,124737
11,skinny,4,256,128,0,0,6,32,64,128,16384,2,151718
11,skinny,4,256,128,0,0,0,64,256,256,16384,2,159579
11,skinny,4,256,128,0,0,1,32,256,256,16384,2,152248
11,skinny,4,256,128,0,0,3,64,256,64,16384,3,152999
11,skinny,4,256,128,0,0,4,64,256,256,0,3,153299
11,skinny,4,256,128,0,0,5,64,256,256,9223372036854775807,3,123985
11,skinny,4,256,128,0,0,6,32,64,128,16384,3,151828
11,skinny,4,256,128,0,0,0,64,256,256,16384,3,152469
11,skinny,4,256,128,0,0,1,32,256,256,16384,3,158658
11,skinny,4,256,128,0,0,2,64,64,256,16384,3,151887
11,skinny,4,256,128,0,0,4,64,256,256,0,4,151958
11,skinny,4,256,128,0,0,5,64,256,256,9223372036854775807,4,124015
11,skinny,4,256,128,0,0,6,32,64,128,16384,4,152598
11,skinny,4,256,128,0,0,0,64,256,256,16384,4,153690
11,skinny,4,256,128,0,0,1,32,256,256,16384,4,152268
11,skinny,4,256,128,0,0,2,64,64,256,16384,4,160200
11,skinny,4,256,128,0,0,3,64,256,64,16384,4,151187
11,skinny,4,256,128,0,0,5,64,256,256,9223372036854775807,5,124045
11,skinny,4,256,128,0,0,6,32,64,128,16384,5,152128
11,skinny,4,256,128,0,0,0,64,256,256,16384,5,152718
11,skinny,4,256,128,0,0,1,32,256,256,16384,5,152288
11,skinny,4,256,128,0,0,2,64,64,256,16384,5,162663
11,skinny,4,256,128,0,0,3,64,256,64,16384,5,151948
11,skinny,4,256,128,0,0,4,64,256,256,0,5,151927
11,skinny,4,256,128,0,0,6,32,64,128,16384,6,152168
11,skinny,4,256,128,0,0,0,64,256,256,16384,6,151617
11,skinny,4,256,128,0,0,1,32,256,256,16384,6,154301
11,skinny,4,256,128,0,0,2,64,64,256,16384,6,151236
11,skinny,4,256,128,0,0,3,64,256,64,16384,6,171106
11,skinny,4,256,128,0,0,4,64,256,256,0,6,150886
11,skinny,4,256,128,0,0,5,64,256,256,9223372036854775807,6,124717
11,square,128,128,128,0,0,0,64,256,256,16384,0,896151
11,square,128,128,128,0,0,1,32,256,256,16384,0,910483
11,square,128,128,128,0,0,2,64,64,256,16384,0,903612
11,square,128,128,128,0,0,3,64,256,64,16384,0,902080
11,square,128,128,128,0,0,4,64,256,256,0,0,901780
11,square,128,128,128,0,0,5,64,256,256,9223372036854775807,0,895880
11,square,128,128,128,0,0,6,32,64,128,16384,0,903192
11,square,128,128,128,0,0,1,32,256,256,16384,1,901349
11,square,128,128,128,0,0,2,64,64,256,16384,1,903062
11,square,128,128,128,0,0,3,64,256,64,16384,1,902671
11,square,128,128,128,0,0,4,64,256,256,0,1,901398
11,square,128,128,128,0,0,5,64,256,256,9223372036854775807,1,895250
11,square,128,128,128,0,0,6,32,64,128,16384,1,1060447
11,square,128,128,128,0,0,0,64,256,256,16384,1,998545
11,square,128,128,128,0,0,2,64,64,256,16384,2,946366
11,square,128,128,128,0,0,3,64,256,64,16384,2,987908
11,square,128,128,128,0,0,4,64,256,256,0,2,916822
11,square,128,128,128,0,0,5,64,256,256,9223372036854775807,2,927779
11,square,128,128,128,0,0,6,32,64,128,16384,2,902030
11,square,128,128,128,0,0,0,64,256,256,16384,2,904323
11,square,128,128,128,0,0,1,32,256,256,16384,2,901589
11,square,128,128,128,0,0,3,64,256,64,16384,3,901059
11,square,128,128,128,0,0,4,64,256,256,0,3,900738
11,square,128,128,128,0,0,5,64,256,256,9223372036854775807,3,900207
11,square,128,128,128,0,0,6,32,64,128,16384,3,904243
11,square,128,128,128,0,0,0,64,256,256,16384,3,896021
11,square,128,128,128,0,0,1,32,256,256,16384,3,903081
11,square,128,128,128,0,0,2,64,64,256,16384,3,901269
11,square,128,128,128,0,0,4,64,256,256,0,4,904383
11,square,128,128,128,0,0,5,64,256,256,9223372036854775807,4,895020
11,square,128,128,128,0,0,6,32,64,128,16384,4,902590
11,square,128,128,128,0,0,0,64,256,256,16384,4,902521
11,square,128,128,128,0,0,1,32,256,256,16384,4,914148
11,square,128,128,128,0,0,2,64,64,256,16384,4,902119
11,square,128,128,128,0,0,3,64,256,64,16384,4,902811
11,square,128,128,128,0,0,5,64,256,256,9223372036854775807,5,889391
11,square,128,128,128,0,0,6,32,64,128,16384,5,903382
11,square,128,128,128,0,0,0,64,256,256,16384,5,904433
11,square,128,128,128,0,0,1,32,256,256,16384,5,902000
11,square,128,128,128,0,0,2,64,64,256,16384,5,901188
11,square,128,128,128,0,0,3,64,256,64,16384,5,901109
11,square,128,128,128,0,0,4,64,256,256,0,5,903051
11,square,128,128,128,0,0,6,32,64,128,16384,6,901730
11,square,128,128,128,0,0,0,64,256,256,16384,6,902560
11,square,128,128,128,0,0,1,32,256,256,16384,6,901720
11,square,128,128,128,0,0,2,64,64,256,16384,6,903271
11,square,128,128,128,0,0,3,64,256,64,16384,6,899756
11,square,128,128,128,0,0,4,64,256,256,0,6,900948
11,square,128,128,128,0,0,5,64,256,256,9223372036854775807,6,892496
11,large,256,256,256,0,0,0,64,256,256,16384,0,7122578
11,large,256,256,256,0,0,1,32,256,256,16384,0,7119794
11,large,256,256,256,0,0,2,64,64,256,16384,0,7127866
11,large,256,256,256,0,0,3,64,256,64,16384,0,7134065
11,large,256,256,256,0,0,4,64,256,256,0,0,7148717
11,large,256,256,256,0,0,5,64,256,256,9223372036854775807,0,16131037
11,large,256,256,256,0,0,6,32,64,128,16384,0,7121546
11,large,256,256,256,0,0,1,32,256,256,16384,1,7122828
11,large,256,256,256,0,0,2,64,64,256,16384,1,7130009
11,large,256,256,256,0,0,3,64,256,64,16384,1,7303008
11,large,256,256,256,0,0,4,64,256,256,0,1,7131801
11,large,256,256,256,0,0,5,64,256,256,9223372036854775807,1,16099140
11,large,256,256,256,0,0,6,32,64,128,16384,1,7118472
11,large,256,256,256,0,0,0,64,256,256,16384,1,7130600
11,large,256,256,256,0,0,2,64,64,256,16384,2,7255917
11,large,256,256,256,0,0,3,64,256,64,16384,2,7160965
11,large,256,256,256,0,0,4,64,256,256,0,2,7128206
11,large,256,256,256,0,0,5,64,256,256,9223372036854775807,2,16138709
11,large,256,256,256,0,0,6,32,64,128,16384,2,7131982
11,large,256,256,256,0,0,0,64,256,256,16384,2,7121897
11,large,256,256,256,0,0,1,32,256,256,16384,2,7154296
11,large,256,256,256,0,0,3,64,256,64,16384,3,7120825
11,large,256,256,256,0,0,4,64,256,256,0,3,7117010
11,large,256,256,256,0,0,5,64,256,256,9223372036854775807,3,16097317
11,large,256,256,256,0,0,6,32,64,128,16384,3,7128617
11,large,256,256,256,0,0,0,64,256,256,16384,3,7146764
11,large,256,256,256,0,0,1,32,256,256,16384,3,7117810
11,large,256,256,256,0,0,2,64,64,256,16384,3,7117069
11,large,256,256,256,0,0,4,64,256,256,0,4,7118902
11,large,256,256,256,0,0,5,64,256,256,9223372036854775807,4,16108263
11,large,256,256,256,0,0,6,32,64,128,16384,4,7124020
11,large,256,256,256,0,0,0,64,256,256,16384,4,7129237
11,large,256,256,256,0,0,1,32,256,256,16384,4,7137630
11,large,256,256,256,0,0,2,64,64,256,16384,4,7170229
11,large,256,256,256,0,0,3,64,256,64,16384,4,7118201
11,large,256,256,256,0,0,5,64,256,256,9223372036854775807,5,16144668
11,large,256,256,256,0,0,6,32,64,128,16384,5,7130960
11,large,256,256,256,0,0,0,64,256,256,16384,5,7118442
11,large,256,256,256,0,0,1,32,256,256,16384,5,7219423
11,large,256,256,256,0,0,2,64,64,256,16384,5,7169408
11,large,256,256,256,0,0,3,64,256,64,16384,5,7183289
11,large,256,256,256,0,0,4,64,256,256,0,5,8234962
11,large,256,256,256,0,0,6,32,64,128,16384,6,8959126
11,large,256,256,256,0,0,0,64,256,256,16384,6,8949051
11,large,256,256,256,0,0,1,32,256,256,16384,6,9482709
11,large,256,256,256,0,0,2,64,64,256,16384,6,9267958
11,large,256,256,256,0,0,3,64,256,64,16384,6,8277156
11,large,256,256,256,0,0,4,64,256,256,0,6,7148317
11,large,256,256,256,0,0,5,64,256,256,9223372036854775807,6,16232980
11,deep,32,64,513,0,0,0,64,256,256,16384,0,874749
11,deep,32,64,513,0,0,1,32,256,256,16384,0,872876
11,deep,32,64,513,0,0,2,64,64,256,16384,0,873597
11,deep,32,64,513,0,0,3,64,256,64,16384,0,872305
11,deep,32,64,513,0,0,4,64,256,256,0,0,865345
11,deep,32,64,513,0,0,5,64,256,256,9223372036854775807,0,858245
11,deep,32,64,513,0,0,6,32,64,128,16384,0,876362
11,deep,32,64,513,0,0,1,32,256,256,16384,1,870913
11,deep,32,64,513,0,0,2,64,64,256,16384,1,870933
11,deep,32,64,513,0,0,3,64,256,64,16384,1,875621
11,deep,32,64,513,0,0,4,64,256,256,0,1,877724
11,deep,32,64,513,0,0,5,64,256,256,9223372036854775807,1,854258
11,deep,32,64,513,0,0,6,32,64,128,16384,1,866166
11,deep,32,64,513,0,0,0,64,256,256,16384,1,870954
11,deep,32,64,513,0,0,2,64,64,256,16384,2,871494
11,deep,32,64,513,0,0,3,64,256,64,16384,2,872156
11,deep,32,64,513,0,0,4,64,256,256,0,2,871514
11,deep,32,64,513,0,0,5,64,256,256,9223372036854775807,2,856472
11,deep,32,64,513,0,0,6,32,64,128,16384,2,875179
11,deep,32,64,513,0,0,0,64,256,256,16384,2,872706
11,deep,32,64,513,0,0,1,32,256,256,16384,2,864864
11,deep,32,64,513,0,0,3,64,256,64,16384,3,871935
11,deep,32,64,513,0,0,4,64,256,256,0,3,871213
11,deep,32,64,513,0,0,5,64,256,256,9223372036854775807,3,853437
11,deep,32,64,513,0,0,6,32,64,128,16384,3,900688
11,deep,32,64,513,0,0,0,64,256,256,16384,3,874829
11,deep,32,64,513,0,0,1,32,256,256,16384,3,874769
11,deep,32,64,513,0,0,2,64,64,256,16384,3,872015
11,deep,32,64,513,0,0,4,64,256,256,0,4,865124
11,deep,32,64,513,0,0,5,64,256,256,9223372036854775807,4,876672
11,deep,32,64,513,0,0,6,32,64,128,16384,4,874258
11,deep,32,64,513,0,0,0,64,256,256,16384,4,871264
11,deep,32,64,513,0,0,1,32,256,256,16384,4,871795
11,deep,32,64,513,0,0,2,64,64,256,16384,4,871534
11,deep,32,64,513,0,0,3,64,256,64,16384,4,872055
11,deep,32,64,513,0,0,5,64,256,256,9223372036854775807,5,847038
11,deep,32,64,513,0,0,6,32,64,128,16384,5,872335
11,deep,32,64,513,0,0,0,64,256,256,16384,5,871854
11,deep,32,64,513,0,0,1,32,256,256,16384,5,870242
11,deep,32,64,513,0,0,2,64,64,256,16384,5,872225
11,deep,32,64,513,0,0,3,64,256,64,16384,5,872976
11,deep,32,64,513,0,0,4,64,256,256,0,5,873497
11,deep,32,64,513,0,0,6,32,64,128,16384,6,873386
11,deep,32,64,513,0,0,0,64,256,256,16384,6,864834
11,deep,32,64,513,0,0,1,32,256,256,16384,6,870583
11,deep,32,64,513,0,0,2,64,64,256,16384,6,873126
11,deep,32,64,513,0,0,3,64,256,64,16384,6,872515
11,deep,32,64,513,0,0,4,64,256,256,0,6,897653
11,deep,32,64,513,0,0,5,64,256,256,9223372036854775807,6,858134
11,wide,32,512,128,0,0,0,64,256,256,16384,0,935760
11,wide,32,512,128,0,0,1,32,256,256,16384,0,935840
11,wide,32,512,128,0,0,2,64,64,256,16384,0,948279
11,wide,32,512,128,0,0,3,64,256,64,16384,0,923552
11,wide,32,512,128,0,0,4,64,256,256,0,0,936281
11,wide,32,512,128,0,0,5,64,256,256,9223372036854775807,0,3003254
11,wide,32,512,128,0,0,6,32,64,128,16384,0,933977
11,wide,32,512,128,0,0,1,32,256,256,16384,1,937212
11,wide,32,512,128,0,0,2,64,64,256,16384,1,947648
11,wide,32,512,128,0,0,3,64,256,64,16384,1,914318
11,wide,32,512,128,0,0,4,64,256,256,0,1,936421
11,wide,32,512,128,0,0,5,64,256,256,9223372036854775807,1,3008652
11,wide,32,512,128,0,0,6,32,64,128,16384,1,933536
11,wide,32,512,128,0,0,0,64,256,256,16384,1,935310
11,wide,32,512,128,0,0,2,64,64,256,16384,2,935330
11,wide,32,512,128,0,0,3,64,256,64,16384,2,938014
11,wide,32,512,128,0,0,4,64,256,256,0,2,935951
11,wide,32,512,128,0,0,5,64,256,256,9223372036854775807,2,3034520
11,wide,32,512,128,0,0,6,32,64,128,16384,2,928870
11,wide,32,512,128,0,0,0,64,256,256,16384,2,936782
11,wide,32,512,128,0,0,1,32,256,256,16384,2,936311
11,wide,32,512,128,0,0,3,64,256,64,16384,3,931924
11,wide,32,512,128,0,0,4,64,256,256,0,3,935670
11,wide,32,512,128,0,0,5,64,256,256,9223372036854775807,3,2992337
11,wide,32,512,128,0,0,6,32,64,128,16384,3,934148
11,wide,32,512,128,0,0,0,64,256,256,16384,3,935610
11,wide,32,512,128,0,0,1,32,256,256,16384,3,937493
11,wide,32,512,128,0,0,2,64,64,256,16384,3,949571
11,wide,32,512,128,0,0,4,64,256,256,0,4,936681
11,wide,32,512,128,0,0,5,64,256,256,9223372036854775807,4,3058446
11,wide,32,512,128,0,0,6,32,64,128,16384,4,1097943
11,wide,32,512,128,0,0,0,64,256,256,16384,4,1083170
11,wide,32,512,128,0,0,1,32,256,256,16384,4,1084873
11,wide,32,512,128,0,0,2,64,64,256,16384,4,1084293
11,wide,32,512,128,0,0,3,64,256,64,16384,4,1084193
11,wide,32,512,128,0,0,5,64,256,256,9223372036854775807,5,3042833
11,wide,32,512,128,0,0,6,32,64,128,16384,5,1078934
11,wide,32,512,128,0,0,0,64,256,256,16384,5,1084403
11,wide,32,512,128,0,0,1,32,256,256,16384,5,1083882
11,wide,32,512,128,0,0,2,64,64,256,16384,5,1090332
11,wide,32,512,128,0,0,3,64,256,64,16384,5,1121819
11,wide,32,512,128,0,0,4,64,256,256,0,5,1075770
11,wide,32,512,128,0,0,6,32,64,128,16384,6,949261
11,wide,32,512,128,0,0,0,64,256,256,16384,6,935690
11,wide,32,512,128,0,0,1,32,256,256,16384,6,927899
11,wide,32,512,128,0,0,2,64,64,256,16384,6,937362
11,wide,32,512,128,0,0,3,64,256,64,16384,6,920107
11,wide,32,512,128,0,0,4,64,256,256,0,6,941449
11,wide,32,512,128,0,0,5,64,256,256,9223372036854775807,6,3007160
11,tall,256,64,128,0,0,0,64,256,256,16384,0,886166
11,tall,256,64,128,0,0,1,32,256,256,16384,0,877593
11,tall,256,64,128,0,0,2,64,64,256,16384,0,876441
11,tall,256,64,128,0,0,3,64,256,64,16384,0,876391
11,tall,256,64,128,0,0,4,64,256,256,0,0,884834
11,tall,256,64,128,0,0,5,64,256,256,9223372036854775807,0,874048
11,tall,256,64,128,0,0,6,32,64,128,16384,0,871945
11,tall,256,64,128,0,0,1,32,256,256,16384,1,872034
11,tall,256,64,128,0,0,2,64,64,256,16384,1,871585
11,tall,256,64,128,0,0,3,64,256,64,16384,1,881959
11,tall,256,64,128,0,0,4,64,256,256,0,1,884153
11,tall,256,64,128,0,0,5,64,256,256,9223372036854775807,1,866116
11,tall,256,64,128,0,0,6,32,64,128,16384,1,871334
11,tall,256,64,128,0,0,0,64,256,256,16384,1,872015
11,tall,256,64,128,0,0,2,64,64,256,16384,2,875100
11,tall,256,64,128,0,0,3,64,256,64,16384,2,880277
11,tall,256,64,128,0,0,4,64,256,256,0,2,884554
11,tall,256,64,128,0,0,5,64,256,256,9223372036854775807,2,871504
11,tall,256,64,128,0,0,6,32,64,128,16384,2,874449
11,tall,256,64,128,0,0,0,64,256,256,16384,2,865926
11,tall,256,64,128,0,0,1,32,256,256,16384,2,871584
11,tall,256,64,128,0,0,3,64,256,64,16384,3,879696
11,tall,256,64,128,0,0,4,64,256,256,0,3,883792
11,tall,256,64,128,0,0,5,64,256,256,9223372036854775807,3,873918
11,tall,256,64,128,0,0,6,32,64,128,16384,3,872025
11,tall,256,64,128,0,0,0,64,256,256,16384,3,872426
11,tall,256,64,128,0,0,1,32,256,256,16384,3,875680
11,tall,256,64,128,0,0,2,64,64,256,16384,3,865955
11,tall,256,64,128,0,0,4,64,256,256,0,4,937543
11,tall,256,64,128,0,0,5,64,256,256,9223372036854775807,4,985054
11,tall,256,64,128,0,0,6,32,64,128,16384,4,875761
11,tall,256,64,128,0,0,0,64,256,256,16384,4,872105
11,tall,256,64,128,0,0,1,32,256,256,16384,4,873277
11,tall,256,64,128,0,0,2,64,64,256,16384,4,872115
11,tall,256,64,128,0,0,3,64,256,64,16384,4,880137
11,tall,256,64,128,0,0,5,64,256,256,9223372036854775807,5,871434
11,tall,256,64,128,0,0,6,32,64,128,16384,5,876301
11,tall,256,64,128,0,0,0,64,256,256,16384,5,875851
11,tall,256,64,128,0,0,1,32,256,256,16384,5,872445
11,tall,256,64,128,0,0,2,64,64,256,16384,5,871274
11,tall,256,64,128,0,0,3,64,256,64,16384,5,880197
11,tall,256,64,128,0,0,4,64,256,256,0,5,884844
11,tall,256,64,128,0,0,6,32,64,128,16384,6,871834
11,tall,256,64,128,0,0,0,64,256,256,16384,6,872736
11,tall,256,64,128,0,0,1,32,256,256,16384,6,865566
11,tall,256,64,128,0,0,2,64,64,256,16384,6,887227
11,tall,256,64,128,0,0,3,64,256,64,16384,6,883492
11,tall,256,64,128,0,0,4,64,256,256,0,6,884223
11,tall,256,64,128,0,0,5,64,256,256,9223372036854775807,6,873707
11,tails,65,129,67,0,0,0,64,256,256,16384,0,364996
11,tails,65,129,67,0,0,1,32,256,256,16384,0,384395
11,tails,65,129,67,0,0,2,64,64,256,16384,0,364776
11,tails,65,129,67,0,0,3,64,256,64,16384,0,391476
11,tails,65,129,67,0,0,4,64,256,256,0,0,366308
11,tails,65,129,67,0,0,5,64,256,256,9223372036854775807,0,364846
11,tails,65,129,67,0,0,6,32,64,128,16384,0,379598
11,tails,65,129,67,0,0,1,32,256,256,16384,1,365116
11,tails,65,129,67,0,0,2,64,64,256,16384,1,364416
11,tails,65,129,67,0,0,3,64,256,64,16384,1,390454
11,tails,65,129,67,0,0,4,64,256,256,0,1,366559
11,tails,65,129,67,0,0,5,64,256,256,9223372036854775807,1,381771
11,tails,65,129,67,0,0,6,32,64,128,16384,1,363313
11,tails,65,129,67,0,0,0,64,256,256,16384,1,365257
11,tails,65,129,67,0,0,2,64,64,256,16384,2,381250
11,tails,65,129,67,0,0,3,64,256,64,16384,2,372798
11,tails,65,129,67,0,0,4,64,256,256,0,2,366639
