# revision=b417ed538d0c7c9c2e49bf9914340c81663c360f
# architecture=x86_64 vendor=amd family=25 model=17 stepping=1 microarchitecture="" features=511
# cache_line_bytes=64 l1_data_bytes=32768 l2_bytes=1048576 l3_bytes=33554432 physical_cores=2 logical_cores=4
# requested_threads=2 effective_threads=2 affinity=none spin=adaptive spin_iterations=10000 spin_duration_ns=0 uses_smt=0 uses_efficiency_cores=0 nested=0
# visible_processors=0:0 0:1 0:2 0:3
dtype,workload,m,n,k,trans_a,trans_b,configuration,tile_m,tile_n,tile_k,pack_b_minimum_elements,repetition,duration_ns
1,small,16,32,32,0,0,5,64,256,256,9223372036854775807,6,14902
1,skinny,4,256,128,0,0,0,64,256,256,16384,0,84126
1,skinny,4,256,128,0,0,1,32,256,256,16384,0,84667
1,skinny,4,256,128,0,0,2,64,64,256,16384,0,85148
1,skinny,4,256,128,0,0,3,64,256,64,16384,0,78337
1,skinny,4,256,128,0,0,4,64,256,256,0,0,85638
1,skinny,4,256,128,0,0,5,64,256,256,9223372036854775807,0,61182
1,skinny,4,256,128,0,0,6,32,64,128,16384,0,82864
1,skinny,4,256,128,0,0,1,32,256,256,16384,1,106449
1,skinny,4,256,128,0,0,2,64,64,256,16384,1,84206
1,skinny,4,256,128,0,0,3,64,256,64,16384,1,78047
1,skinny,4,256,128,0,0,4,64,256,256,0,1,80470
1,skinny,4,256,128,0,0,5,64,256,256,9223372036854775807,1,72018
1,skinny,4,256,128,0,0,6,32,64,128,16384,1,81141
1,skinny,4,256,128,0,0,0,64,256,256,16384,1,81502
1,skinny,4,256,128,0,0,2,64,64,256,16384,2,79399
1,skinny,4,256,128,0,0,3,64,256,64,16384,2,77907
1,skinny,4,256,128,0,0,4,64,256,256,0,2,81221
1,skinny,4,256,128,0,0,5,64,256,256,9223372036854775807,2,58948
1,skinny,4,256,128,0,0,6,32,64,128,16384,2,83094
1,skinny,4,256,128,0,0,0,64,256,256,16384,2,82033
1,skinny,4,256,128,0,0,1,32,256,256,16384,2,109434
1,skinny,4,256,128,0,0,3,64,256,64,16384,3,77576
1,skinny,4,256,128,0,0,4,64,256,256,0,3,81302
1,skinny,4,256,128,0,0,5,64,256,256,9223372036854775807,3,59890
1,skinny,4,256,128,0,0,6,32,64,128,16384,3,83074
1,skinny,4,256,128,0,0,0,64,256,256,16384,3,81872
1,skinny,4,256,128,0,0,1,32,256,256,16384,3,81693
1,skinny,4,256,128,0,0,2,64,64,256,16384,3,79619
1,skinny,4,256,128,0,0,4,64,256,256,0,4,82383
1,skinny,4,256,128,0,0,5,64,256,256,9223372036854775807,4,59559
1,skinny,4,256,128,0,0,6,32,64,128,16384,4,83174
1,skinny,4,256,128,0,0,0,64,256,256,16384,4,82354
1,skinny,4,256,128,0,0,1,32,256,256,16384,4,108333
1,skinny,4,256,128,0,0,2,64,64,256,16384,4,80691
1,skinny,4,256,128,0,0,3,64,256,64,16384,4,78217
1,skinny,4,256,128,0,0,5,64,256,256,9223372036854775807,5,60370
1,skinny,4,256,128,0,0,6,32,64,128,16384,5,87060
1,skinny,4,256,128,0,0,0,64,256,256,16384,5,81152
1,skinny,4,256,128,0,0,1,32,256,256,16384,5,80991
1,skinny,4,256,128,0,0,2,64,64,256,16384,5,80150
1,skinny,4,256,128,0,0,3,64,256,64,16384,5,78808
1,skinny,4,256,128,0,0,4,64,256,256,0,5,82914
1,skinny,4,256,128,0,0,6,32,64,128,16384,6,81211
1,skinny,4,256,128,0,0,0,64,256,256,16384,6,81171
1,skinny,4,256,128,0,0,1,32,256,256,16384,6,119589
1,skinny,4,256,128,0,0,2,64,64,256,16384,6,81842
1,skinny,4,256,128,0,0,3,64,256,64,16384,6,79539
1,skinny,4,256,128,0,0,4,64,256,256,0,6,79349
1,skinny,4,256,128,0,0,5,64,256,256,9223372036854775807,6,58738
1,square,128,128,128,0,0,0,64,256,256,16384,0,665626
1,square,128,128,128,0,0,1,32,256,256,16384,0,692076
1,square,128,128,128,0,0,2,64,64,256,16384,0,681339
1,square,128,128,128,0,0,3,64,256,64,16384,0,625415
1,square,128,128,128,0,0,4,64,256,256,0,0,683583
1,square,128,128,128,0,0,5,64,256,256,9223372036854775807,0,780318
1,square,128,128,128,0,0,6,32,64,128,16384,0,628401
1,square,128,128,128,0,0,1,32,256,256,16384,1,639828
1,square,128,128,128,0,0,2,64,64,256,16384,1,643543
1,square,128,128,128,0,0,3,64,256,64,16384,1,628851
1,square,128,128,128,0,0,4,64,256,256,0,1,681730
1,square,128,128,128,0,0,5,64,256,256,9223372036854775807,1,778045
1,square,128,128,128,0,0,6,32,64,128,16384,1,666417
1,square,128,128,128,0,0,0,64,256,256,16384,1,680038
1,square,128,128,128,0,0,2,64,64,256,16384,2,679778
1,square,128,128,128,0,0,3,64,256,64,16384,2,625877
1,square,128,128,128,0,0,4,64,256,256,0,2,680959
1,square,128,128,128,0,0,5,64,256,256,9223372036854775807,2,779016
1,square,128,128,128,0,0,6,32,64,128,16384,2,664144
1,square,128,128,128,0,0,0,64,256,256,16384,2,671615
1,square,128,128,128,0,0,1,32,256,256,16384,2,672996
1,square,128,128,128,0,0,3,64,256,64,16384,3,624975
1,square,128,128,128,0,0,4,64,256,256,0,3,671745
1,square,128,128,128,0,0,5,64,256,256,9223372036854775807,3,770773
1,square,128,128,128,0,0,6,32,64,128,16384,3,673077
1,square,128,128,128,0,0,0,64,256,256,16384,3,664634
1,square,128,128,128,0,0,1,32,256,256,16384,3,679958
1,square,128,128,128,0,0,2,64,64,256,16384,3,677794
1,square,128,128,128,0,0,4,64,256,256,0,4,664925
1,square,128,128,128,0,0,5,64,256,256,9223372036854775807,4,768680
1,square,128,128,128,0,0,6,32,64,128,16384,4,670133
1,square,128,128,128,0,0,0,64,256,256,16384,4,674019
1,square,128,128,128,0,0,1,32,256,256,16384,4,689913
1,square,128,128,128,0,0,2,64,64,256,16384,4,671725
1,square,128,128,128,0,0,3,64,256,64,16384,4,625345
1,square,128,128,128,0,0,5,64,256,256,9223372036854775807,5,771945
1,square,128,128,128,0,0,6,32,64,128,16384,5,670954
1,square,128,128,128,0,0,0,64,256,256,16384,5,666938
1,square,128,128,128,0,0,1,32,256,256,16384,5,679066
1,square,128,128,128,0,0,2,64,64,256,16384,5,680948
1,square,128,128,128,0,0,3,64,256,64,16384,5,625516
1,square,128,128,128,0,0,4,64,256,256,0,5,672266
1,square,128,128,128,0,0,6,32,64,128,16384,6,671976
1,square,128,128,128,0,0,0,64,256,256,16384,6,664905
1,square,128,128,128,0,0,1,32,256,256,16384,6,678375
1,square,128,128,128,0,0,2,64,64,256,16384,6,671304
1,square,128,128,128,0,0,3,64,256,64,16384,6,633147
1,square,128,128,128,0,0,4,64,256,256,0,6,672376
1,square,128,128,128,0,0,5,64,256,256,9223372036854775807,6,769000
1,large,256,256,256,0,0,0,64,256,256,16384,0,6141279
1,large,256,256,256,0,0,1,32,256,256,16384,0,6156252
1,large,256,256,256,0,0,2,64,64,256,16384,0,6157343
1,large,256,256,256,0,0,3,64,256,64,16384,0,6047249
1,large,256,256,256,0,0,4,64,256,256,0,0,6165466
1,large,256,256,256,0,0,5,64,256,256,9223372036854775807,0,6831072
1,large,256,256,256,0,0,6,32,64,128,16384,0,5990284
1,large,256,256,256,0,0,1,32,256,256,16384,1,6138134
1,large,256,256,256,0,0,2,64,64,256,16384,1,6141260
1,large,256,256,256,0,0,3,64,256,64,16384,1,5989131
1,large,256,256,256,0,0,4,64,256,256,0,1,6143062
1,large,256,256,256,0,0,5,64,256,256,9223372036854775807,1,6810601
1,large,256,256,256,0,0,6,32,64,128,16384,1,6012817
1,large,256,256,256,0,0,0,64,256,256,16384,1,6099968
1,large,256,256,256,0,0,2,64,64,256,16384,2,6155741
1,large,256,256,256,0,0,3,64,256,64,16384,2,6248029
1,large,256,256,256,0,0,4,64,256,256,0,2,7067996
1,large,256,256,256,0,0,5,64,256,256,9223372036854775807,2,7349166
1,large,256,256,256,0,0,6,32,64,128,16384,2,7028457
1,large,256,256,256,0,0,0,64,256,256,16384,2,7030490
1,large,256,256,256,0,0,1,32,256,256,16384,2,7006904
1,large,256,256,256,0,0,3,64,256,64,16384,3,7003960
1,large,256,256,256,0,0,4,64,256,256,0,3,7024170
1,large,256,256,256,0,0,5,64,256,256,9223372036854775807,3,7115237
1,large,256,256,256,0,0,6,32,64,128,16384,3,7010660
1,large,256,256,256,0,0,0,64,256,256,16384,3,7008927
1,large,256,256,256,0,0,1,32,256,256,16384,3,7009248
1,large,256,256,256,0,0,2,64,64,256,16384,3,7007065
1,large,256,256,256,0,0,4,64,256,256,0,4,7002769
1,large,256,256,256,0,0,5,64,256,256,9223372036854775807,4,7096609
1,large,256,256,256,0,0,6,32,64,128,16384,4,6995748
1,large,256,256,256,0,0,0,64,256,256,16384,4,7004170
1,large,256,256,256,0,0,1,32,256,256,16384,4,7004952
1,large,256,256,256,0,0,2,64,64,256,16384,4,7013605
1,large,256,256,256,0,0,3,64,256,64,16384,4,7001797
1,large,256,256,256,0,0,5,64,256,256,9223372036854775807,5,7047285
1,large,256,256,256,0,0,6,32,64,128,16384,5,6996138
1,large,256,256,256,0,0,0,64,256,256,16384,5,7005703
1,large,256,256,256,0,0,1,32,256,256,16384,5,7002388
1,large,256,256,256,0,0,2,64,64,256,16384,5,7026043
1,large,256,256,256,0,0,3,64,256,64,16384,5,6051725
1,large,256,256,256,0,0,4,64,256,256,0,5,6160068
1,large,256,256,256,0,0,6,32,64,128,16384,6,5988871
1,large,256,256,256,0,0,0,64,256,256,16384,6,6142772
1,large,256,256,256,0,0,1,32,256,256,16384,6,6125406
1,large,256,256,256,0,0,2,64,64,256,16384,6,6066928
1,large,256,256,256,0,0,3,64,256,64,16384,6,6002061
1,large,256,256,256,0,0,4,64,256,256,0,6,6214529
1,large,256,256,256,0,0,5,64,256,256,9223372036854775807,6,6828929
1,deep,32,64,513,0,0,0,64,256,256,16384,0,860538
1,deep,32,64,513,0,0,1,32,256,256,16384,0,859316
1,deep,32,64,513,0,0,2,64,64,256,16384,0,859195
1,deep,32,64,513,0,0,3,64,256,64,16384,0,850312
1,deep,32,64,513,0,0,4,64,256,256,0,0,865195
1,deep,32,64,513,0,0,5,64,256,256,9223372036854775807,0,849662
1,deep,32,64,513,0,0,6,32,64,128,16384,0,858775
1,deep,32,64,513,0,0,1,32,256,256,16384,1,857964
1,deep,32,64,513,0,0,2,64,64,256,16384,1,856301
1,deep,32,64,513,0,0,3,64,256,64,16384,1,856621
1,deep,32,64,513,0,0,4,64,256,256,0,1,848690
1,deep,32,64,513,0,0,5,64,256,256,9223372036854775807,1,849271
1,deep,32,64,513,0,0,6,32,64,128,16384,1,856392
1,deep,32,64,513,0,0,0,64,256,256,16384,1,855350
1,deep,32,64,513,0,0,2,64,64,256,16384,2,856061
1,deep,32,64,513,0,0,3,64,256,64,16384,2,858044
1,deep,32,64,513,0,0,4,64,256,256,0,2,856151
1,deep,32,64,513,0,0,5,64,256,256,9223372036854775807,2,843793
1,deep,32,64,513,0,0,6,32,64,128,16384,2,858714
1,deep,32,64,513,0,0,0,64,256,256,16384,2,856381
1,deep,32,64,513,0,0,1,32,256,256,16384,2,856541
1,deep,32,64,513,0,0,3,64,256,64,16384,3,857893
1,deep,32,64,513,0,0,4,64,256,256,0,3,856211
1,deep,32,64,513,0,0,5,64,256,256,9223372036854775807,3,851344
1,deep,32,64,513,0,0,6,32,64,128,16384,3,850232
1,deep,32,64,513,0,0,0,64,256,256,16384,3,856522
1,deep,32,64,513,0,0,1,32,256,256,16384,3,857594
1,deep,32,64,513,0,0,2,64,64,256,16384,3,855831
1,deep,32,64,513,0,0,4,64,256,256,0,4,864043
1,deep,32,64,513,0,0,5,64,256,256,9223372036854775807,4,851604
1,deep,32,64,513,0,0,6,32,64,128,16384,4,858835
1,deep,32,64,513,0,0,0,64,256,256,16384,4,849371
1,deep,32,64,513,0,0,1,32,256,256,16384,4,882650
1,deep,32,64,513,0,0,2,64,64,256,16384,4,857373
1,deep,32,64,513,0,0,3,64,256,64,16384,4,856952
1,deep,32,64,513,0,0,5,64,256,256,9223372036854775807,5,850843
1,deep,32,64,513,0,0,6,32,64,128,16384,5,854298
1,deep,32,64,513,0,0,0,64,256,256,16384,5,855981
1,deep,32,64,513,0,0,1,32,256,256,16384,5,849691
1,deep,32,64,513,0,0,2,64,64,256,16384,5,855119
1,deep,32,64,513,0,0,3,64,256,64,16384,5,857333
1,deep,32,64,513,0,0,4,64,256,256,0,5,857784
1,deep,32,64,513,0,0,6,32,64,128,16384,6,849200
1,deep,32,64,513,0,0,0,64,256,256,16384,6,856672
1,deep,32,64,513,0,0,1,32,256,256,16384,6,855450
1,deep,32,64,513,0,0,2,64,64,256,16384,6,849852
1,deep,32,64,513,0,0,3,64,256,64,16384,6,856112
1,deep,32,64,513,0,0,4,64,256,256,0,6,856712
1,deep,32,64,513,0,0,5,64,256,256,9223372036854775807,6,849441
1,wide,32,512,128,0,0,0,64,256,256,16384,0,1028739
1,wide,32,512,128,0,0,1,32,256,256,16384,0,1029150
1,wide,32,512,128,0,0,2,64,64,256,16384,0,1022100
1,wide,32,512,128,0,0,3,64,256,64,16384,0,1031674
1,wide,32,512,128,0,0,4,64,256,256,0,0,1023141
1,wide,32,512,128,0,0,5,64,256,256,9223372036854775807,0,2022967
1,wide,32,512,128,0,0,6,32,64,128,16384,0,1035499
1,wide,32,512,128,0,0,1,32,256,256,16384,1,1022710
1,wide,32,512,128,0,0,2,64,64,256,16384,1,1029690
1,wide,32,512,128,0,0,3,64,256,64,16384,1,1023111
1,wide,32,512,128,0,0,4,64,256,256,0,1,1027617
1,wide,32,512,128,0,0,5,64,256,256,9223372036854775807,1,2038149
1,wide,32,512,128,0,0,6,32,64,128,16384,1,1025284
1,wide,32,512,128,0,0,0,64,256,256,16384,1,1023151
1,wide,32,512,128,0,0,2,64,64,256,16384,2,1019976
1,wide,32,512,128,0,0,3,64,256,64,16384,2,1034428
1,wide,32,512,128,0,0,4,64,256,256,0,2,1023000
1,wide,32,512,128,0,0,5,64,256,256,9223372036854775807,2,2013232
1,wide,32,512,128,0,0,6,32,64,128,16384,2,1023041
1,wide,32,512,128,0,0,0,64,256,256,16384,2,1024353
1,wide,32,512,128,0,0,1,32,256,256,16384,2,1022340
1,wide,32,512,128,0,0,3,64,256,64,16384,3,1035629
1,wide,32,512,128,0,0,4,64,256,256,0,3,1022541
1,wide,32,512,128,0,0,5,64,256,256,9223372036854775807,3,2023158
1,wide,32,512,128,0,0,6,32,64,128,16384,3,1032195
1,wide,32,512,128,0,0,0,64,256,256,16384,3,1022400
1,wide,32,512,128,0,0,1,32,256,256,16384,3,1024153
1,wide,32,512,128,0,0,2,64,64,256,16384,3,1028219
1,wide,32,512,128,0,0,4,64,256,256,0,4,1031253
1,wide,32,512,128,0,0,5,64,256,256,9223372036854775807,4,2034314
1,wide,32,512,128,0,0,6,32,64,128,16384,4,1027517
1,wide,32,512,128,0,0,0,64,256,256,16384,4,764384
1,wide,32,512,128,0,0,1,32,256,256,16384,4,771565
1,wide,32,512,128,0,0,2,64,64,256,16384,4,779667
1,wide,32,512,128,0,0,3,64,256,64,16384,4,776732
1,wide,32,512,128,0,0,5,64,256,256,9223372036854775807,5,2029216
1,wide,32,512,128,0,0,6,32,64,128,16384,5,800848
1,wide,32,512,128,0,0,0,64,256,256,16384,5,809962
1,wide,32,512,128,0,0,1,32,256,256,16384,5,817213
1,wide,32,512,128,0,0,2,64,64,256,16384,5,809441
1,wide,32,512,128,0,0,3,64,256,64,16384,5,771194
1,wide,32,512,128,0,0,4,64,256,256,0,5,816221
1,wide,32,512,128,0,0,6,32,64,128,16384,6,805285
1,wide,32,512,128,0,0,0,64,256,256,16384,6,821219
1,wide,32,512,128,0,0,1,32,256,256,16384,6,806347
1,wide,32,512,128,0,0,2,64,64,256,16384,6,805385
1,wide,32,512,128,0,0,3,64,256,64,16384,6,783553
1,wide,32,512,128,0,0,4,64,256,256,0,6,806146
1,wide,32,512,128,0,0,5,64,256,256,9223372036854775807,6,2054365
1,tall,256,64,128,0,0,0,64,256,256,16384,0,776041
1,tall,256,64,128,0,0,1,32,256,256,16384,0,782311
1,tall,256,64,128,0,0,2,64,64,256,16384,0,785676
1,tall,256,64,128,0,0,3,64,256,64,16384,0,760448
1,tall,256,64,128,0,0,4,64,256,256,0,0,655801
1,tall,256,64,128,0,0,5,64,256,256,9223372036854775807,0,790804
1,tall,256,64,128,0,0,6,32,64,128,16384,0,779667
1,tall,256,64,128,0,0,1,32,256,256,16384,1,780007
1,tall,256,64,128,0,0,2,64,64,256,16384,1,779786
1,tall,256,64,128,0,0,3,64,256,64,16384,1,741930
1,tall,256,64,128,0,0,4,64,256,256,0,1,635691
1,tall,256,64,128,0,0,5,64,256,256,9223372036854775807,1,778435
1,tall,256,64,128,0,0,6,32,64,128,16384,1,780187
1,tall,256,64,128,0,0,0,64,256,256,16384,1,773598
1,tall,256,64,128,0,0,2,64,64,256,16384,2,789532
1,tall,256,64,128,0,0,3,64,256,64,16384,2,755721
1,tall,256,64,128,0,0,4,64,256,256,0,2,619647
1,tall,256,64,128,0,0,5,64,256,256,9223372036854775807,2,783132
1,tall,256,64,128,0,0,6,32,64,128,16384,2,779677
1,tall,256,64,128,0,0,0,64,256,256,16384,2,779546
1,tall,256,64,128,0,0,1,32,256,256,16384,2,791765
1,tall,256,64,128,0,0,3,64,256,64,16384,3,741910
1,tall,256,64,128,0,0,4,64,256,256,0,3,641921
1,tall,256,64,128,0,0,5,64,256,256,9223372036854775807,3,779887
1,tall,256,64,128,0,0,6,32,64,128,16384,3,781259
1,tall,256,64,128,0,0,0,64,256,256,16384,3,773007
1,tall,256,64,128,0,0,1,32,256,256,16384,3,790873
1,tall,256,64,128,0,0,2,64,64,256,16384,3,780548
1,tall,256,64,128,0,0,4,64,256,256,0,4,626207
1,tall,256,64,128,0,0,5,64,256,256,9223372036854775807,4,773848
1,tall,256,64,128,0,0,6,32,64,128,16384,4,781239
1,tall,256,64,128,0,0,0,64,256,256,16384,4,782952
1,tall,256,64,128,0,0,1,32,256,256,16384,4,780909
1,tall,256,64,128,0,0,2,64,64,256,16384,4,773988
1,tall,256,64,128,0,0,3,64,256,64,16384,4,747839
1,tall,256,64,128,0,0,5,64,256,256,9223372036854775807,5,785125
1,tall,256,64,128,0,0,6,32,64,128,16384,5,790503
1,tall,256,64,128,0,0,0,64,256,256,16384,5,804463
1,tall,256,64,128,0,0,1,32,256,256,16384,5,771524
1,tall,256,64,128,0,0,2,64,64,256,16384,5,779847
1,tall,256,64,128,0,0,3,64,256,64,16384,5,750022
1,tall,256,64,128,0,0,4,64,256,256,0,5,631575
1,tall,256,64,128,0,0,6,32,64,128,16384,6,773227
1,tall,256,64,128,0,0,0,64,256,256,16384,6,779286
1,tall,256,64,128,0,0,1,32,256,256,16384,6,773447
1,tall,256,64,128,0,0,2,64,64,256,16384,6,790603
1,tall,256,64,128,0,0,3,64,256,64,16384,6,744314
1,tall,256,64,128,0,0,4,64,256,256,0,6,635401
1,tall,256,64,128,0,0,5,64,256,256,9223372036854775807,6,775961
1,tails,65,129,67,0,0,0,64,256,256,16384,0,362172
1,tails,65,129,67,0,0,1,32,256,256,16384,0,362011
1,tails,65,129,67,0,0,2,64,64,256,16384,0,376734
1,tails,65,129,67,0,0,3,64,256,64,16384,0,371556
1,tails,65,129,67,0,0,4,64,256,256,0,0,332187
1,tails,65,129,67,0,0,5,64,256,256,9223372036854775807,0,363574
1,tails,65,129,67,0,0,6,32,64,128,16384,0,361952
1,tails,65,129,67,0,0,1,32,256,256,16384,1,381551
1,tails,65,129,67,0,0,2,64,64,256,16384,1,362332
1,tails,65,129,67,0,0,3,64,256,64,16384,1,370965
1,tails,65,129,67,0,0,4,64,256,256,0,1,329462
1,tails,65,129,67,0,0,5,64,256,256,9223372036854775807,1,362152
1,tails,65,129,67,0,0,6,32,64,128,16384,1,360770
1,tails,65,129,67,0,0,0,64,256,256,16384,1,378887
1,tails,65,129,67,0,0,2,64,64,256,16384,2,361631
1,tails,65,129,67,0,0,3,64,256,64,16384,2,389623
1,tails,65,129,67,0,0,4,64,256,256,0,2,316634
1,tails,65,129,67,0,0,5,64,256,256,9223372036854775807,2,362012
1,tails,65,129,67,0,0,6,32,64,128,16384,2,377445
1,tails,65,129,67,0,0,0,64,256,256,16384,2,362492
1,tails,65,129,67,0,0,1,32,256,256,16384,2,361792
1,tails,65,129,67,0,0,3,64,256,64,16384,3,389673
1,tails,65,129,67,0,0,4,64,256,256,0,3,316764
1,tails,65,129,67,0,0,5,64,256,256,9223372036854775807,3,362242
1,tails,65,129,67,0,0,6,32,64,128,16384,3,377885
1,tails,65,129,67,0,0,0,64,256,256,16384,3,362583
1,tails,65,129,67,0,0,1,32,256,256,16384,3,377715
1,tails,65,129,67,0,0,2,64,64,256,16384,3,362453
1,tails,65,129,67,0,0,4,64,256,256,0,4,316764
1,tails,65,129,67,0,0,5,64,256,256,9223372036854775807,4,378907
1,tails,65,129,67,0,0,6,32,64,128,16384,4,361201
1,tails,65,129,67,0,0,0,64,256,256,16384,4,362021
1,tails,65,129,67,0,0,1,32,256,256,16384,4,378747
1,tails,65,129,67,0,0,2,64,64,256,16384,4,362883
1,tails,65,129,67,0,0,3,64,256,64,16384,4,371345
1,tails,65,129,67,0,0,5,64,256,256,9223372036854775807,5,376223
1,tails,65,129,67,0,0,6,32,64,128,16384,5,361230
1,tails,65,129,67,0,0,0,64,256,256,16384,5,380459
1,tails,65,129,67,0,0,1,32,256,256,16384,5,363113
1,tails,65,129,67,0,0,2,64,64,256,16384,5,362683
1,tails,65,129,67,0,0,3,64,256,64,16384,5,389282
1,tails,65,129,67,0,0,4,64,256,256,0,5,317415
1,tails,65,129,67,0,0,6,32,64,128,16384,6,360629
1,tails,65,129,67,0,0,0,64,256,256,16384,6,377525
1,tails,65,129,67,0,0,1,32,256,256,16384,6,361751
1,tails,65,129,67,0,0,2,64,64,256,16384,6,364015
1,tails,65,129,67,0,0,3,64,256,64,16384,6,385637
1,tails,65,129,67,0,0,4,64,256,256,0,6,317034
1,tails,65,129,67,0,0,5,64,256,256,9223372036854775807,6,369944
1,transpose_a,65,129,67,1,0,0,64,256,256,16384,0,743523
1,transpose_a,65,129,67,1,0,1,32,256,256,16384,0,751685
1,transpose_a,65,129,67,1,0,2,64,64,256,16384,0,766187
1,transpose_a,65,129,67,1,0,3,64,256,64,16384,0,760578
1,transpose_a,65,129,67,1,0,4,64,256,256,0,0,663843
1,transpose_a,65,129,67,1,0,5,64,256,256,9223372036854775807,0,758234
1,transpose_a,65,129,67,1,0,6,32,64,128,16384,0,764303
1,transpose_a,65,129,67,1,0,1,32,256,256,16384,1,737513
1,transpose_a,65,129,67,1,0,2,64,64,256,16384,1,744243
1,transpose_a,65,129,67,1,0,3,64,256,64,16384,1,773747
1,transpose_a,65,129,67,1,0,4,64,256,256,0,1,688340
1,transpose_a,65,129,67,1,0,5,64,256,256,9223372036854775807,1,744845
1,transpose_a,65,129,67,1,0,6,32,64,128,16384,1,787979
1,transpose_a,65,129,67,1,0,0,64,256,256,16384,1,762711
1,transpose_a,65,129,67,1,0,2,64,64,256,16384,2,757654
1,transpose_a,65,129,67,1,0,3,64,256,64,16384,2,791194
1,transpose_a,65,129,67,1,0,4,64,256,256,0,2,663653
1,transpose_a,65,129,67,1,0,5,64,256,256,9223372036854775807,2,747228
1,transpose_a,65,129,67,1,0,6,32,64,128,16384,2,755851
1,transpose_a,65,129,67,1,0,0,64,256,256,16384,2,737153
1,transpose_a,65,129,67,1,0,1,32,256,256,16384,2,757603
1,transpose_a,65,129,67,1,0,3,64,256,64,16384,3,770303
1,transpose_a,65,129,67,1,0,4,64,256,256,0,3,734569
1,transpose_a,65,129,67,1,0,5,64,256,256,9223372036854775807,3,764674
1,transpose_a,65,129,67,1,0,6,32,64,128,16384,3,757043
1,transpose_a,65,129,67,1,0,0,64,256,256,16384,3,827738
1,transpose_a,65,129,67,1,0,1,32,256,256,16384,3,755040
1,transpose_a,65,129,67,1,0,2,64,64,256,16384,3,752637
1,transpose_a,65,129,67,1,0,4,64,256,256,0,4,654460
1,transpose_a,65,129,67,1,0,5,64,256,256,9223372036854775807,4,781780
